Time (s),Thermistor,Conductive Band
25.400000000000002,0,4005
25.5,0,4023
25.6,0,3637
25.700000000000003,77,3145
25.8,434,2835
25.900000000000002,718,2631
26.0,946,2441
26.1,1151,2333
26.200000000000003,1307,2166
26.3,1436,2157
26.400000000000002,1550,2121
26.5,1660,2069
26.6,1759,2019
26.700000000000003,1850,2001
26.8,1920,1955
26.900000000000002,1990,1963
27.0,2041,1973
27.1,2093,1953
27.200000000000003,2126,1925
27.3,2166,1904
27.400000000000002,2189,1881
27.5,2220,1839
27.6,2248,1819
27.700000000000003,2258,1817
27.8,2284,1823
27.900000000000002,2298,1789
28.0,2311,1808
28.1,2325,1768
28.200000000000003,2340,1759
28.3,2341,1745
28.400000000000002,2343,1759
28.5,2342,1795
28.6,2345,1831
28.700000000000003,2341,1803
28.8,2352,1857
28.900000000000002,2335,1909
29.0,2337,1987
29.1,2331,1953
29.200000000000003,2317,2031
29.3,2324,2013
29.400000000000002,2310,1957
29.5,2285,1939
29.6,2264,1947
29.700000000000003,2237,1931
29.8,2222,1949
29.900000000000002,2207,1955
30.0,2193,1919
30.1,2180,1964
30.200000000000003,2156,2029
30.3,2139,2028
30.400000000000002,2125,2041
30.5,2121,2015
30.6,2098,2025
30.700000000000003,2089,2017
30.8,2059,2043
30.900000000000002,2021,1997
31.0,1959,1993
31.1,1916,1979
31.200000000000003,1836,2023
31.3,1805,2067
31.400000000000002,1739,2065
31.5,1702,2011
31.6,1654,2023
31.700000000000003,1569,2123
31.8,1485,2509
31.900000000000002,1383,2983
32.0,1266,3397
32.1,1136,3853
32.2,1018,4019
32.300000000000004,886,4021
32.4,764,4019
32.5,632,4021
32.6,500,4025
32.7,375,4023
32.800000000000004,264,4017
32.9,132,4025
33.0,12,4023
33.1,0,4005
33.2,0,4013
33.300000000000004,0,4003
33.4,0,4005
33.5,0,4005
33.6,0,4007
33.7,0,4001
33.800000000000004,0,4007
33.9,0,4007
34.0,0,4007
34.1,0,4007
34.2,0,4005
34.300000000000004,0,4017
34.4,0,4009
34.5,0,4007
34.6,0,3997
34.7,0,4016
34.800000000000004,0,4003
34.9,0,4003
35.0,0,4005
35.1,0,3999
35.2,0,4005
35.300000000000004,0,4009
35.4,0,4017
35.5,0,4005
35.6,0,3997
35.7,0,4011
35.800000000000004,0,4001
35.9,0,3901
36.0,0,3683
36.1,250,3637
36.2,604,3505
36.300000000000004,895,3441
36.4,1131,3263
36.5,1335,3099
36.6,1506,2971
36.7,1640,2851
36.800000000000004,1763,2779
36.9,1862,2581
37.0,1945,2411
37.1,2043,2233
37.2,2117,2069
37.300000000000004,2192,1935
37.4,2257,1842
37.5,2302,1805
37.6,2344,1739
37.7,2376,1719
37.800000000000004,2402,1698
37.9,2422,1667
38.0,2438,1655
38.1,2459,1609
38.2,2468,1606
38.300000000000004,2465,1627
38.400000000000006,2481,1628
38.5,2489,1655
38.6,2512,1641
38.7,2519,1615
38.800000000000004,2523,1605
38.900000000000006,2537,1568
39.0,2542,1594
39.1,2541,1609
39.2,2541,1651
39.300000000000004,2535,1603
39.400000000000006,2535,1635
39.5,2510,1631
39.6,2480,1631
39.7,2458,1633
39.800000000000004,2419,1629
39.900000000000006,2409,1673
40.0,2387,1651
40.1,2359,1667
40.2,2348,1701
40.300000000000004,2325,1705
40.400000000000006,2299,1709
40.5,2286,1776
40.6,2268,1764
40.7,2250,1751
40.800000000000004,2233,1755
40.900000000000006,2198,1759
41.0,2199,1808
41.1,2180,1841
41.2,2161,1841
41.300000000000004,2131,1819
41.400000000000006,2105,1857
41.5,2080,1915
41.6,2059,1889
41.7,2039,1863
41.800000000000004,2022,1651
41.900000000000006,1983,1673
42.0,1927,1711
42.1,1868,1835
42.2,1790,1931
42.300000000000004,1763,2053
42.400000000000006,1597,2137
42.5,1491,2403
42.6,1377,2736
42.7,1260,3147
42.800000000000004,1146,3349
42.900000000000006,1038,3575
43.0,909,3891
43.1,790,4029
43.2,676,4033
43.300000000000004,555,4023
43.400000000000006,441,4019
43.5,329,4025
43.6,210,4021
43.7,111,4033
43.800000000000004,5,4011
43.900000000000006,0,4011
44.0,0,4003
44.1,0,4043
44.2,0,4007
44.300000000000004,0,4007
44.400000000000006,0,4005
44.5,0,4005
44.6,0,4005
44.7,0,4003
44.800000000000004,0,4047
44.900000000000006,0,4005
45.0,0,4009
45.1,0,4001
45.2,0,4009
45.300000000000004,0,3985
45.400000000000006,0,4009
45.5,0,4005
45.6,0,4004
45.7,0,4007
45.800000000000004,0,4005
45.900000000000006,0,4009
46.0,0,4017
46.1,0,3995
46.2,0,4021
46.300000000000004,248,4023
46.400000000000006,656,4023
46.5,986,3901
46.6,1255,3717
46.7,1480,3485
46.800000000000004,1673,3193
46.900000000000006,1849,3061
47.0,1999,2923
47.1,2135,2855
47.2,2238,2753
47.300000000000004,2340,2609
47.400000000000006,2408,2481
47.5,2458,2295
47.6,2516,2091
47.7,2532,1929
47.800000000000004,2560,1849
47.900000000000006,2549,1829
48.0,2582,1761
48.1,2597,1684
48.2,2592,1627
48.300000000000004,2600,1636
48.400000000000006,2587,1631
48.5,2576,1585
48.6,2576,1598
48.7,2587,1595
48.800000000000004,2589,1674
48.900000000000006,2595,1635
49.0,2589,1655
49.1,2605,1655
49.2,2619,1613
49.300000000000004,2628,1593
49.400000000000006,2615,1607
49.5,2605,1571
49.6,2581,1589
49.7,2558,1599
49.800000000000004,2544,1571
49.900000000000006,2527,1590
