Time (s),Thermistor,Conductive Band
41.800000000000004,2303,1823
41.900000000000006,2292,1785
42.0,2252,1819
42.1,2244,1841
42.2,2224,1855
42.300000000000004,2215,1823
42.400000000000006,2201,1821
42.5,2186,1818
42.6,2171,1835
42.7,2162,1863
42.800000000000004,2124,1903
42.900000000000006,2116,1875
43.0,2068,1877
43.1,2056,1907
43.2,2043,1983
43.300000000000004,2032,2045
43.400000000000006,2038,2059
43.5,2032,2076
43.6,2032,2353
43.7,2011,2493
43.800000000000004,1969,2581
43.900000000000006,1907,2907
44.0,1827,3419
44.1,1739,4021
44.2,1658,4021
44.300000000000004,1554,4017
44.400000000000006,1443,4021
44.5,1340,4023
44.6,1227,4021
44.7,1115,4019
44.800000000000004,1002,4017
44.900000000000006,887,4025
45.0,784,4017
45.1,675,4023
45.2,572,4029
45.300000000000004,477,4025
45.400000000000006,363,4025
45.5,274,4019
45.6,183,4025
45.7,90,4025
45.800000000000004,8,4009
45.900000000000006,0,4005
46.0,0,4011
46.1,0,4007
46.2,0,4003
46.300000000000004,0,4007
46.400000000000006,0,4007
46.5,0,4013
46.6,0,4009
46.7,0,4001
46.800000000000004,0,4011
46.900000000000006,0,4016
47.0,0,4017
47.1,0,4005
47.2,0,4009
47.300000000000004,0,4005
47.400000000000006,0,4007
47.5,0,4019
47.6,0,4017
47.7,163,4017
47.800000000000004,583,3889
47.900000000000006,935,3413
48.0,1233,3013
48.1,1486,2869
48.2,1703,2643
48.300000000000004,1905,2521
48.400000000000006,2032,2337
48.5,2179,2181
48.6,2290,2127
48.7,2384,2067
48.800000000000004,2466,2057
48.900000000000006,2527,2001
49.0,2581,1995
49.1,2621,1977
49.2,2665,1963
49.300000000000004,2696,1968
49.400000000000006,2728,1955
49.5,2769,1941
49.6,2795,1967
49.7,2832,1937
49.800000000000004,2873,1925
49.900000000000006,2892,1917
